Id,ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,ActivityDate_UK,SedentaryHours,VeryActiveHours,FairlyActiveHours,LightlyActiveHours,TotalActiveMinutes,TotalActiveHours,TotalActiveTime,DayOfWeek,TotalSleepRecords,TotalMinutesAsleep,TotalTimeInBed,SleepDay_UK,HoursAsleep,HoursInBed,TimeAwakeInBedHours,SleepDuration,TimeInBed,AwakeInBedTime
1503960366,2016-04-25,15355,9.80000019073486,9.80000019073486,0.0,5.28999996185303,0.569999992847443,3.94000005722046,0.0,73,14,216,814,2013,25/04/2016,13.566666666666666,1.2166666666666666,0.23333333333333334,3.6,303,5.05,5h 3m,Monday,1,277,323,25/04/2016,4.616666666666666,5.383333333333334,0.7666666666666675,4h 37m,5h 23m,0h 46m
1503960366,2016-04-26,13755,8.78999996185303,8.78999996185303,0.0,2.32999992370605,0.920000016689301,5.53999996185303,0.0,31,23,279,833,1970,26/04/2016,13.883333333333333,0.5166666666666667,0.38333333333333336,4.65,333,5.55,5h 33m,Tuesday,1,245,274,26/04/2016,4.083333333333333,4.566666666666666,0.4833333333333334,4h 5m,4h 34m,0h 29m
1503960366,2016-04-28,13154,8.52999973297119,8.52999973297119,0.0,3.53999996185303,1.1599999666214,3.78999996185303,0.0,48,28,189,782,1898,28/04/2016,13.033333333333333,0.8,0.4666666666666667,3.15,265,4.416666666666667,4h 25m,Thursday,1,366,393,28/04/2016,6.1,6.55,0.4500000000000002,6h 6m,6h 33m,0h 27m
1503960366,2016-04-29,11181,7.15000009536743,7.15000009536743,0.0,1.05999994277954,0.5,5.57999992370605,0.0,16,12,243,815,1837,29/04/2016,13.583333333333334,0.26666666666666666,0.2,4.05,271,4.516666666666667,4h 31m,Friday,1,341,354,29/04/2016,5.683333333333334,5.9,0.21666666666666679,5h 41m,5h 54m,0h 13m
1503960366,2016-04-30,14673,9.25,9.25,0.0,3.55999994277954,1.41999995708466,4.26999998092651,0.0,52,34,217,712,1947,30/04/2016,11.866666666666667,0.8666666666666667,0.5666666666666667,3.6166666666666667,303,5.05,5h 3m,Saturday,1,404,425,30/04/2016,6.733333333333333,7.083333333333333,0.34999999999999964,6h 44m,7h 5m,0h 21m
1503960366,2016-05-01,10602,6.80999994277954,6.80999994277954,0.0,2.28999996185303,1.60000002384186,2.92000007629395,0.0,33,35,246,730,1820,01/05/2016,12.166666666666666,0.55,0.5833333333333334,4.1,314,5.233333333333333,5h 14m,Sunday,1,369,396,01/05/2016,6.15,6.6,0.4499999999999993,6h 9m,6h 36m,0h 27m
1503960366,2016-05-02,14727,9.71000003814697,9.71000003814697,0.0,3.21000003814697,0.569999992847443,5.92000007629395,0.0,41,15,277,798,2004,02/05/2016,13.3,0.6833333333333333,0.25,4.616666666666666,333,5.55,5h 33m,Monday,1,277,309,02/05/2016,4.616666666666666,5.15,0.5333333333333341,4h 37m,5h 9m,0h 32m
1503960366,2016-05-03,15103,9.65999984741211,9.65999984741211,0.0,3.73000001907349,1.04999995231628,4.88000011444092,0.0,50,24,254,816,1990,03/05/2016,13.6,0.8333333333333334,0.4,4.233333333333333,328,5.466666666666667,5h 28m,Tuesday,1,273,296,03/05/2016,4.55,4.933333333333334,0.38333333333333375,4h 33m,4h 56m,0h 23m
1503960366,2016-05-05,14070,8.89999961853027,8.89999961853027,0.0,2.92000007629395,1.08000004291534,4.88000011444092,0.0,45,24,250,857,1959,05/05/2016,14.283333333333333,0.75,0.4,4.166666666666667,319,5.316666666666666,5h 19m,Thursday,1,247,264,05/05/2016,4.116666666666666,4.4,0.2833333333333341,4h 7m,4h 24m,0h 17m
1503960366,2016-05-06,12159,8.02999973297119,8.02999973297119,0.0,1.97000002861023,0.25,5.80999994277954,0.0,24,6,289,754,1896,06/05/2016,12.566666666666666,0.4,0.1,4.816666666666666,319,5.316666666666666,5h 19m,Friday,1,334,367,06/05/2016,5.566666666666666,6.116666666666666,0.5499999999999998,5h 34m,6h 7m,0h 33m
1503960366,2016-05-07,11992,7.71000003814697,7.71000003814697,0.0,2.46000003814697,2.11999988555908,3.13000011444092,0.0,37,46,175,833,1821,07/05/2016,13.883333333333333,0.6166666666666667,0.7666666666666667,2.9166666666666665,258,4.3,4h 18m,Saturday,1,331,349,07/05/2016,5.516666666666667,5.816666666666666,0.2999999999999998,5h 31m,5h 49m,0h 18m
1503960366,2016-05-08,10060,6.57999992370605,6.57999992370605,0.0,3.52999997138977,0.319999992847443,2.73000001907349,0.0,44,8,203,574,1740,08/05/2016,9.566666666666666,0.7333333333333333,0.13333333333333333,3.3833333333333333,255,4.25,4h 15m,Sunday,1,594,611,08/05/2016,9.9,10.183333333333334,0.2833333333333332,9h 54m,10h 11m,0h 17m
1503960366,2016-05-09,12022,7.71999979019165,7.71999979019165,0.0,3.45000004768372,0.529999971389771,3.74000000953674,0.0,46,11,206,835,1819,09/05/2016,13.916666666666666,0.7666666666666667,0.18333333333333332,3.433333333333333,263,4.383333333333334,4h 23m,Monday,1,338,342,09/05/2016,5.633333333333334,5.7,0.06666666666666643,5h 38m,5h 42m,0h 4m
1503960366,2016-05-10,12207,7.76999998092651,7.76999998092651,0.0,3.34999990463257,1.1599999666214,3.25999999046326,0.0,46,31,214,746,1859,10/05/2016,12.433333333333334,0.7666666666666667,0.5166666666666667,3.566666666666667,291,4.85,4h 51m,Tuesday,1,383,403,10/05/2016,6.383333333333334,6.716666666666667,0.33333333333333304,6h 23m,6h 43m,0h 20m
1503960366,2016-05-11,12770,8.13000011444092,8.13000011444092,0.0,2.55999994277954,1.00999999046326,4.55000019073486,0.0,36,23,251,669,1783,11/05/2016,11.15,0.6,0.38333333333333336,4.183333333333334,310,5.166666666666667,5h 10m,Wednesday,1,285,306,11/05/2016,4.75,5.1,0.34999999999999964,4h 45m,5h 6m,0h 21m
1644430081,2016-04-29,3176,2.30999994277954,2.30999994277954,0.0,0.0,0.0,2.30999994277954,0.0,0,0,120,1193,2498,29/04/2016,19.883333333333333,0.0,0.0,2.0,120,2.0,2h 0m,Friday,1,119,127,29/04/2016,1.9833333333333334,2.1166666666666667,0.1333333333333333,1h 59m,2h 7m,0h 8m
1644430081,2016-04-30,18213,13.2399997711182,13.2399997711182,0.0,0.629999995231628,3.14000010490417,9.46000003814697,0.0,9,71,402,816,3846,30/04/2016,13.6,0.15,1.1833333333333333,6.7,482,8.033333333333333,8h 2m,Saturday,1,124,142,30/04/2016,2.066666666666667,2.3666666666666667,0.2999999999999998,2h 4m,2h 22m,0h 18m
1644430081,2016-05-02,3758,2.73000001907349,2.73000001907349,0.0,0.0700000002980232,0.310000002384186,2.34999990463257,0.0,1,7,148,682,2580,02/05/2016,11.366666666666667,0.016666666666666666,0.11666666666666667,2.466666666666667,156,2.6,2h 36m,Monday,1,796,961,02/05/2016,13.266666666666667,16.016666666666666,2.7499999999999982,13h 16m,16h 1m,2h 45m
1644430081,2016-05-08,6724,4.8899998664856,4.8899998664856,0.0,0.0,0.0,4.88000011444092,0.0,0,0,295,991,2987,08/05/2016,16.516666666666666,0.0,0.0,4.916666666666667,295,4.916666666666667,4h 55m,Sunday,1,137,154,08/05/2016,2.283333333333333,2.566666666666667,0.28333333333333366,2h 17m,2h 34m,0h 17m
1844505072,2016-04-15,3844,2.53999996185303,2.53999996185303,0.0,0.0,0.0,2.53999996185303,0.0,0,0,176,527,1725,15/04/2016,8.783333333333333,0.0,0.0,2.933333333333333,176,2.933333333333333,2h 56m,Friday,1,644,961,15/04/2016,10.733333333333333,16.016666666666666,5.283333333333333,10h 44m,16h 1m,5h 17m
1844505072,2016-04-30,4014,2.67000007629395,2.67000007629395,0.0,0.0,0.0,2.65000009536743,0.0,0,0,184,218,1763,30/04/2016,3.6333333333333333,0.0,0.0,3.066666666666667,184,3.066666666666667,3h 4m,Saturday,1,722,961,30/04/2016,12.033333333333333,16.016666666666666,3.9833333333333325,12h 2m,16h 1m,3h 59m
1844505072,2016-05-01,2573,1.70000004768372,1.70000004768372,0.0,0.0,0.259999990463257,1.45000004768372,0.0,0,7,75,585,1541,01/05/2016,9.75,0.0,0.11666666666666667,1.25,82,1.3666666666666667,1h 22m,Sunday,1,590,961,01/05/2016,9.833333333333334,16.016666666666666,6.183333333333332,9h 50m,16h 1m,6h 11m
1927972279,2016-04-12,678,0.469999998807907,0.469999998807907,0.0,0.0,0.0,0.469999998807907,0.0,0,0,55,734,2220,12/04/2016,12.233333333333333,0.0,0.0,0.9166666666666666,55,0.9166666666666666,0h 55m,Tuesday,3,750,775,12/04/2016,12.5,12.916666666666666,0.4166666666666661,12h 30m,12h 55m,0h 25m
1927972279,2016-04-13,356,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0,0,32,986,2151,13/04/2016,16.433333333333334,0.0,0.0,0.5333333333333333,32,0.5333333333333333,0h 32m,Wednesday,1,398,422,13/04/2016,6.633333333333334,7.033333333333333,0.39999999999999947,6h 38m,7h 2m,0h 24m
1927972279,2016-04-15,980,0.680000007152557,0.680000007152557,0.0,0.0,0.0,0.680000007152557,0.0,0,0,51,941,2221,15/04/2016,15.683333333333334,0.0,0.0,0.85,51,0.85,0h 51m,Friday,2,475,499,15/04/2016,7.916666666666667,8.316666666666666,0.39999999999999947,7h 55m,8h 19m,0h 24m
1927972279,2016-04-26,3761,2.59999990463257,2.59999990463257,0.0,0.0,0.0,2.59999990463257,0.0,0,0,192,1058,2638,26/04/2016,17.633333333333333,0.0,0.0,3.2,192,3.2,3h 12m,Tuesday,1,296,315,26/04/2016,4.933333333333334,5.25,0.31666666666666643,4h 56m,5h 15m,0h 19m
1927972279,2016-04-28,1675,1.1599999666214,1.1599999666214,0.0,0.0,0.0,1.1599999666214,0.0,0,0,95,1167,2351,28/04/2016,19.45,0.0,0.0,1.5833333333333333,95,1.5833333333333333,1h 35m,Thursday,1,166,178,28/04/2016,2.7666666666666666,2.966666666666667,0.20000000000000018,2h 46m,2h 58m,0h 12m
2026352035,2016-04-12,4414,2.74000000953674,2.74000000953674,0.0,0.189999997615814,0.349999994039536,2.20000004768372,0.0,3,8,181,706,1459,12/04/2016,11.766666666666667,0.05,0.13333333333333333,3.0166666666666666,192,3.2,3h 12m,Tuesday,1,503,546,12/04/2016,8.383333333333333,9.1,0.7166666666666668,8h 23m,9h 6m,0h 43m
2026352035,2016-04-13,4993,3.09999990463257,3.09999990463257,0.0,0.0,0.0,3.09999990463257,0.0,0,0,238,663,1521,13/04/2016,11.05,0.0,0.0,3.966666666666667,238,3.966666666666667,3h 58m,Wednesday,1,531,565,13/04/2016,8.85,9.416666666666666,0.5666666666666664,8h 51m,9h 25m,0h 34m
2026352035,2016-04-14,3335,2.0699999332428,2.0699999332428,0.0,0.0,0.0,2.04999995231628,0.0,0,0,197,653,1431,14/04/2016,10.883333333333333,0.0,0.0,3.283333333333333,197,3.283333333333333,3h 17m,Thursday,1,545,568,14/04/2016,9.083333333333334,9.466666666666667,0.38333333333333286,9h 5m,9h 28m,0h 23m
2026352035,2016-04-15,3821,2.36999988555908,2.36999988555908,0.0,0.0,0.0,2.36999988555908,0.0,0,0,188,687,1444,15/04/2016,11.45,0.0,0.0,3.1333333333333333,188,3.1333333333333333,3h 8m,Friday,1,523,573,15/04/2016,8.716666666666667,9.55,0.8333333333333339,8h 43m,9h 33m,0h 50m
2026352035,2016-04-16,2547,1.58000004291534,1.58000004291534,0.0,0.0,0.0,1.58000004291534,0.0,0,0,150,728,1373,16/04/2016,12.133333333333333,0.0,0.0,2.5,150,2.5,2h 30m,Saturday,1,524,567,16/04/2016,8.733333333333333,9.45,0.7166666666666668,8h 44m,9h 27m,0h 43m
2026352035,2016-04-17,838,0.519999980926514,0.519999980926514,0.0,0.0,0.0,0.519999980926514,0.0,0,0,60,1053,1214,17/04/2016,17.55,0.0,0.0,1.0,60,1.0,1h 0m,Sunday,1,437,498,17/04/2016,7.283333333333333,8.3,1.0166666666666675,7h 17m,8h 18m,1h 1m
2026352035,2016-04-19,2424,1.5,1.5,0.0,0.0,0.0,1.5,0.0,0,0,141,785,1356,19/04/2016,13.083333333333334,0.0,0.0,2.35,141,2.35,2h 21m,Tuesday,1,498,540,19/04/2016,8.3,9.0,0.6999999999999993,8h 18m,9h 0m,0h 42m
2026352035,2016-04-20,7222,4.48000001907349,4.48000001907349,0.0,0.0,0.0,4.48000001907349,0.0,0,0,327,623,1667,20/04/2016,10.383333333333333,0.0,0.0,5.45,327,5.45,5h 27m,Wednesday,1,461,510,20/04/2016,7.683333333333334,8.5,0.8166666666666664,7h 41m,8h 30m,0h 49m
2026352035,2016-04-21,2467,1.52999997138977,1.52999997138977,0.0,0.0,0.0,1.52999997138977,0.0,0,0,153,749,1370,21/04/2016,12.483333333333333,0.0,0.0,2.55,153,2.55,2h 33m,Thursday,1,477,514,21/04/2016,7.95,8.566666666666666,0.6166666666666663,7h 57m,8h 34m,0h 37m
2026352035,2016-04-22,2915,1.80999994277954,1.80999994277954,0.0,0.0,0.0,1.80999994277954,0.0,0,0,162,712,1399,22/04/2016,11.866666666666667,0.0,0.0,2.7,162,2.7,2h 42m,Friday,1,520,545,22/04/2016,8.666666666666666,9.083333333333334,0.41666666666666785,8h 40m,9h 5m,0h 25m
2026352035,2016-04-23,12357,7.71000003814697,7.71000003814697,0.0,0.0,0.0,7.71000003814697,0.0,0,0,432,458,1916,23/04/2016,7.633333333333334,0.0,0.0,7.2,432,7.2,7h 12m,Saturday,1,522,554,23/04/2016,8.7,9.233333333333333,0.5333333333333332,8h 42m,9h 14m,0h 32m
2026352035,2016-04-24,3490,2.16000008583069,2.16000008583069,0.0,0.0,0.0,2.16000008583069,0.0,0,0,164,704,1401,24/04/2016,11.733333333333333,0.0,0.0,2.7333333333333334,164,2.7333333333333334,2h 44m,Sunday,1,555,591,24/04/2016,9.25,9.85,0.5999999999999996,9h 15m,9h 51m,0h 36m
2026352035,2016-04-25,6017,3.73000001907349,3.73000001907349,0.0,0.0,0.0,3.73000001907349,0.0,0,0,260,821,1576,25/04/2016,13.683333333333334,0.0,0.0,4.333333333333333,260,4.333333333333333,4h 20m,Monday,1,506,531,25/04/2016,8.433333333333334,8.85,0.4166666666666661,8h 26m,8h 51m,0h 25m
2026352035,2016-04-27,6088,3.76999998092651,3.76999998092651,0.0,0.0,0.0,3.76999998092651,0.0,0,0,286,586,1593,27/04/2016,9.766666666666667,0.0,0.0,4.766666666666667,286,4.766666666666667,4h 46m,Wednesday,1,508,545,27/04/2016,8.466666666666667,9.083333333333334,0.6166666666666671,8h 28m,9h 5m,0h 37m
2026352035,2016-04-28,6375,3.95000004768372,3.95000004768372,0.0,0.0,0.0,3.95000004768372,0.0,0,0,331,626,1649,28/04/2016,10.433333333333334,0.0,0.0,5.516666666666667,331,5.516666666666667,5h 31m,Thursday,1,513,545,28/04/2016,8.55,9.083333333333334,0.5333333333333332,8h 33m,9h 5m,0h 32m
2026352035,2016-04-29,7604,4.71000003814697,4.71000003814697,0.0,0.0,0.0,4.71000003814697,0.0,0,0,352,492,1692,29/04/2016,8.2,0.0,0.0,5.866666666666666,352,5.866666666666666,5h 52m,Friday,1,490,510,29/04/2016,8.166666666666666,8.5,0.3333333333333339,8h 10m,8h 30m,0h 20m
2026352035,2016-04-30,4729,2.9300000667572,2.9300000667572,0.0,0.0,0.0,2.9300000667572,0.0,0,0,233,594,1506,30/04/2016,9.9,0.0,0.0,3.8833333333333333,233,3.8833333333333333,3h 53m,Saturday,1,573,607,30/04/2016,9.55,10.116666666666667,0.5666666666666664,9h 33m,10h 7m,0h 34m
2026352035,2016-05-01,3609,2.27999997138977,2.27999997138977,0.0,0.0,0.0,2.27999997138977,0.0,0,0,191,716,1447,01/05/2016,11.933333333333334,0.0,0.0,3.183333333333333,191,3.183333333333333,3h 11m,Sunday,1,527,546,01/05/2016,8.783333333333333,9.1,0.31666666666666643,8h 47m,9h 6m,0h 19m
2026352035,2016-05-02,7018,4.34999990463257,4.34999990463257,0.0,0.0,0.0,4.34999990463257,0.0,0,0,355,716,1690,02/05/2016,11.933333333333334,0.0,0.0,5.916666666666667,355,5.916666666666667,5h 55m,Monday,1,511,543,02/05/2016,8.516666666666667,9.05,0.5333333333333332,8h 31m,9h 3m,0h 32m
2026352035,2016-05-04,6564,4.07000017166138,4.07000017166138,0.0,0.0,0.0,4.07000017166138,0.0,0,0,345,530,1658,04/05/2016,8.833333333333334,0.0,0.0,5.75,345,5.75,5h 45m,Wednesday,1,538,560,04/05/2016,8.966666666666667,9.333333333333334,0.36666666666666714,8h 58m,9h 20m,0h 22m
2026352035,2016-05-05,12167,7.53999996185303,7.53999996185303,0.0,0.0,0.0,7.53999996185303,0.0,0,0,475,479,1926,05/05/2016,7.983333333333333,0.0,0.0,7.916666666666667,475,7.916666666666667,7h 55m,Thursday,1,468,485,05/05/2016,7.8,8.083333333333334,0.2833333333333341,7h 48m,8h 5m,0h 17m
2026352035,2016-05-06,8198,5.07999992370605,5.07999992370605,0.0,0.0,0.0,5.07999992370605,0.0,0,0,383,511,1736,06/05/2016,8.516666666666667,0.0,0.0,6.383333333333334,383,6.383333333333334,6h 23m,Friday,1,524,548,06/05/2016,8.733333333333333,9.133333333333333,0.40000000000000036,8h 44m,9h 8m,0h 24m
2026352035,2016-05-07,4193,2.59999990463257,2.59999990463257,0.0,0.0,0.0,2.59999990463257,0.0,0,0,229,665,1491,07/05/2016,11.083333333333334,0.0,0.0,3.816666666666667,229,3.816666666666667,3h 49m,Saturday,1,511,521,07/05/2016,8.516666666666667,8.683333333333334,0.16666666666666607,8h 31m,8h 41m,0h 10m
2026352035,2016-05-08,5528,3.45000004768372,3.45000004768372,0.0,0.0,0.0,3.45000004768372,0.0,0,0,258,610,1555,08/05/2016,10.166666666666666,0.0,0.0,4.3,258,4.3,4h 18m,Sunday,1,541,568,08/05/2016,9.016666666666667,9.466666666666667,0.4499999999999993,9h 1m,9h 28m,0h 27m
2026352035,2016-05-09,10685,6.61999988555908,6.61999988555908,0.0,0.0,0.0,6.59999990463257,0.0,0,0,401,543,1869,09/05/2016,9.05,0.0,0.0,6.683333333333334,401,6.683333333333334,6h 41m,Monday,1,531,556,09/05/2016,8.85,9.266666666666667,0.41666666666666785,8h 51m,9h 16m,0h 25m
2026352035,2016-05-10,254,0.159999996423721,0.159999996423721,0.0,0.0,0.0,0.159999996423721,0.0,0,0,17,1002,1141,10/05/2016,16.7,0.0,0.0,0.2833333333333333,17,0.2833333333333333,0h 17m,Tuesday,1,357,380,10/05/2016,5.95,6.333333333333333,0.38333333333333286,5h 57m,6h 20m,0h 23m
2026352035,2016-05-11,8580,5.32000017166138,5.32000017166138,0.0,0.0,0.0,5.32000017166138,0.0,0,0,330,569,1698,11/05/2016,9.483333333333333,0.0,0.0,5.5,330,5.5,5h 30m,Wednesday,1,523,553,11/05/2016,8.716666666666667,9.216666666666667,0.5,8h 43m,9h 13m,0h 30m
2026352035,2016-05-12,8891,5.51000022888184,5.51000022888184,0.0,0.0,0.0,5.51000022888184,0.0,0,0,343,330,1364,12/05/2016,5.5,0.0,0.0,5.716666666666667,343,5.716666666666667,5h 43m,Thursday,1,456,485,12/05/2016,7.6,8.083333333333334,0.4833333333333343,7h 36m,8h 5m,0h 29m
2320127002,2016-04-23,5079,3.42000007629395,3.42000007629395,0.0,0.0,0.0,3.42000007629395,0.0,0,0,242,1129,1804,23/04/2016,18.816666666666666,0.0,0.0,4.033333333333333,242,4.033333333333333,4h 2m,Saturday,1,61,69,23/04/2016,1.0166666666666666,1.15,0.1333333333333333,1h 1m,1h 9m,0h 8m
2347167796,2016-04-13,10352,7.01000022888184,7.01000022888184,0.0,1.6599999666214,1.94000005722046,3.41000008583069,0.0,19,32,195,676,2038,13/04/2016,11.266666666666667,0.31666666666666665,0.5333333333333333,3.25,246,4.1,4h 6m,Wednesday,1,467,531,13/04/2016,7.783333333333333,8.85,1.0666666666666664,7h 47m,8h 51m,1h 4m
2347167796,2016-04-14,10129,6.69999980926514,6.69999980926514,0.0,0.0199999995529652,2.74000000953674,3.94000005722046,0.0,1,48,206,705,2010,14/04/2016,11.75,0.016666666666666666,0.8,3.433333333333333,255,4.25,4h 15m,Thursday,1,445,489,14/04/2016,7.416666666666667,8.15,0.7333333333333334,7h 25m,8h 9m,0h 44m
2347167796,2016-04-15,10465,6.92000007629395,6.92000007629395,0.0,0.0700000002980232,1.41999995708466,5.42999982833862,0.0,1,24,284,720,2133,15/04/2016,12.0,0.016666666666666666,0.4,4.733333333333333,309,5.15,5h 9m,Friday,1,452,504,15/04/2016,7.533333333333333,8.4,0.8666666666666671,7h 32m,8h 24m,0h 52m
2347167796,2016-04-17,5472,3.61999988555908,3.61999988555908,0.0,0.0799999982118607,0.280000001192093,3.25999999046326,0.0,1,7,249,508,1882,17/04/2016,8.466666666666667,0.016666666666666666,0.11666666666666667,4.15,257,4.283333333333333,4h 17m,Sunday,1,556,602,17/04/2016,9.266666666666667,10.033333333333333,0.7666666666666657,9h 16m,10h 2m,0h 46m
2347167796,2016-04-18,8247,5.44999980926514,5.44999980926514,0.0,0.790000021457672,0.860000014305115,3.78999996185303,0.0,11,16,206,678,1944,18/04/2016,11.3,0.18333333333333332,0.26666666666666666,3.433333333333333,233,3.8833333333333333,3h 53m,Monday,1,500,557,18/04/2016,8.333333333333334,9.283333333333333,0.9499999999999993,8h 20m,9h 17m,0h 57m
2347167796,2016-04-19,6711,4.44000005722046,4.44000005722046,0.0,0.0,0.0,4.44000005722046,0.0,0,7,382,648,2346,19/04/2016,10.8,0.0,0.11666666666666667,6.366666666666666,389,6.483333333333333,6h 29m,Tuesday,1,465,514,19/04/2016,7.75,8.566666666666666,0.8166666666666664,7h 45m,8h 34m,0h 49m
2347167796,2016-04-21,10080,6.75,6.75,0.0,1.85000002384186,1.52999997138977,3.38000011444092,0.0,23,26,208,761,2048,21/04/2016,12.683333333333334,0.38333333333333336,0.43333333333333335,3.466666666666667,257,4.283333333333333,4h 17m,Thursday,1,460,484,21/04/2016,7.666666666666667,8.066666666666666,0.39999999999999947,7h 40m,8h 4m,0h 24m
2347167796,2016-04-22,7804,5.15999984741211,5.15999984741211,0.0,0.560000002384186,1.67999994754791,2.92000007629395,0.0,9,27,206,781,1946,22/04/2016,13.016666666666667,0.15,0.45,3.433333333333333,242,4.033333333333333,4h 2m,Friday,1,405,461,22/04/2016,6.75,7.683333333333334,0.9333333333333336,6h 45m,7h 41m,0h 56m
2347167796,2016-04-23,16901,11.3699998855591,11.3699998855591,0.0,2.77999997138977,1.45000004768372,7.15000009536743,0.0,32,35,360,591,2629,23/04/2016,9.85,0.5333333333333333,0.5833333333333334,6.0,427,7.116666666666666,7h 7m,Saturday,1,374,386,23/04/2016,6.233333333333333,6.433333333333334,0.20000000000000018,6h 14m,6h 26m,0h 12m
2347167796,2016-04-24,9471,6.26000022888184,6.26000022888184,0.0,0.0,0.0,6.26000022888184,0.0,0,0,360,584,2187,24/04/2016,9.733333333333333,0.0,0.0,6.0,360,6.0,6h 0m,Sunday,1,442,459,24/04/2016,7.366666666666666,7.65,0.2833333333333341,7h 22m,7h 39m,0h 17m
